id,fenlei,descrtion
47961,-1,游乐设施少，收费价格虚高！
47974,-1,半潜有点坑爹，海洋剧场还凑合，比较适合小孩子，另外岛上物价不便宜。。。
47977,-1,玩儿的最坑的一个景点，游览车18一个人，不去任何景点，就把人从门口带到山下，距离最多一公里，如果玩儿海水没有冲洗处，但是有收费浴室
47998,-1,千万不要买岛上电瓶车，18元一位，只上个坡！！
47999,-1,就是有个海豚表演，其实没什么意思
48020,-1,其实看海在酒店就够了，都差不多的。路远人又杂，什么都要收费，冲个淡水都收费，也就那样吧
48038,-1,全潜还是不要去了 骗人的东西 啥也看不到 全靠潜水员手里拿个东西
48085,-1,千万别座潜水艇看海底世界，啥也看不着。
48101,-1,不错 丰景很美 小孩很亓心 就是游泳的不好
48151,-1,整个游览过程最值得的是来回坐船和海洋文化馆，当然还有很有很多其他水上项目，但带个孩子都没玩。海滩还是亚龙湾酒店玩得舒服，而且岸边的亭子和躺椅都要收费
48163,-1,主要带孩子去看海洋动物表演，孩子玩的挺开心，取票有点小插曲，注意提前订票，最好提前3小时。不建议坐景区观光车，有点坑。
48190,-1,岛上确实不错，游乐项目很棒又不贵，潜水极力不推荐，460一个人，就是进去洗个脸。真正下水没几个能受得住。不太值得。教练聊天也算时间的。
48301,-1,"价格很优惠,适合孩子玩的项目不多"
47639,-1,不满意，打客服电都没人接，无法咨询
47705,-1,说送香蕉船，到了景点说不送，打客服电话协助，我都已经回长沙了，还没有任何反馈，我真是呵呵你们途牛！还不如那些在现场买票的！
47840,-1,让人很失望的服务，订的联票，上岛之前没有任何告知，上岛以后告知珊瑚观光艇玩不了，经过半个小时各种打电话联系说会退钱，这已经就耽误了行程，途牛没有一点歉意反而把责任全部推给携程，说是携程给出的票，那我还找途牛干嘛？以后直接携程上订不就完了。最后退的钱，门票是按门市价给我收的费，也就是说我啥都没有干，还要多掏钱，给售后说了觉得这样做合适么，售后只认天气原因和携程出票，自己没有一点不合适的地方，我最后都说了钱都是小事不要了，态度是大事，售后语气很强硬，投诉电话根本没有，渣
48084,-1,票不错，但是景区服务不好，还让我联系途牛，给景区发传真。
48144,-1,对分界洲岛五A景区的配套管理非常失望！怎么会评上五A的？？？实在不解！除自然景观，难道配套设施与服务管理不在五A评审范围内，管理，服务太无序太乱！陵水站免费大巴无人管理，游客上车抢座那个乱，无法形容！大巴往返的时间安排不知是咋考虑的，无语！在岛上除了水上项目和表演項目，自然景观一个小时可以结束了！根本不能环岛游啊！值全国首个五A岛屿景区吗？工棚简易小屋随处可见，真的要问 这里是五A景区吗？
48300,-1,景区无视短信，只收传真，那个浪费资源，那个死脑筋，那个慢，那个骂声漫天
48391,-1,三亚票务人员搞错了人数，景区不卖票，后来电话沟通后才解决，又损失了一笔长途手机费。_x000D_景区的托伞看上去蛮不错的，海景不错，岛上的沙滩一般，有很多贝壳碎石，但是上船前的沙滩很不错，很细软，海浪也大。
48040,-1,商业气息太浓，各类游玩项目多，价格和质量比不上东南亚游
47833,0,岛不大，散步走一圈两个小时，水上娱乐项目挺多，岛上餐饮不算太贵，三口人一百元能吃饱，椰子才15元
48091,0,人不多，岛上各式餐厅小店都有，价格在正常接受范围
48035,0,景点一般吧，过年价格就是贵啊！！
47636,0,分界潜水还不错。价格也还好
47660,0,还行，珊瑚海的玻璃很模糊，
47704,0,还可以，带小孩去看的，这个项目小朋友也要收费，到景区才知道。不去买全潜票，小孩免票，看的都差不多。
47775,0,本来在行游天下订的票，结果没给订。在途牛订还可以
47820,0,还行，自己到自助机上打印门票即可。
47838,0,总体来说还可以，比现场买划算。
47706,0,还可以，适合小朋友玩，带小孩去的。
47757,0,和西岛差不多，纯玩岛，岛上就是各个水上项目另付钱
47822,0,景色也没特别突出，如果不下水就没啥好玩的，海豚表演只有海豚和海狮，表演水平很一般
47933,0,挺不错的，上船后还打电话告知项目也可以找他们，会便宜，吃饭的老板服务态度一般，但是味道不错，玩的项目也很多，要额外支付哈，准备好票子嗨起来
48150,0,这个我要好好说说，这次订票遇到了问题，途牛上传我的电话号码时漏掉了两个数字，导致我没法取票，在三亚的烈日下等了近半个小时，打了好多电话才解决。虽然服务态度还可以，但是服务效率要提高！
